,Fighter,W/L,Date,Method,Round,Time,Method Code,Total Fight Time (Sec),KD,Sig. Str. Landed,Sig. Str. Attempted,Sig. Str. %,Total Str. Landed,Total Str. Attempted,Total Str. %,TD Landed,TD Attempted,TD %,Sub. Attempted,Sub. Successful,Sub. %,Ctrl Time (Sec),Opp. KD,Opp. Sig. Str. Landed,Opp. Sig. Str. Attempted,Opp. Sig. Str. %,Opp. Total Str. Landed,Opp. Total Str. Attempted,Opp. Total Str. %,Opp. TD Landed,Opp. TD Attempted,Opp. TD %,Opp. Sub. Attempted,Opp. Sub. Successful,Opp. Sub. %,Opp. Ctrl Time (Sec),Opp. Fighter,Opp. Fighter Code,Target
469,Jessica Andrade,loss,2023-05-06,KO/TKO,1.0,2:20,2,140,0.0,12.0,32.0,0.37,12.0,32.0,0.38,0.0,0.0,N/A,0.0,0.0,N/A,0.0,1.0,26.0,36.0,0.72,26.0,36.0,0.72,0.0,0.0,N/A,0.0,0.0,N/A,2.0,Yan Xiaonan,1109,0
470,Jessica Andrade,loss,2023-02-18,SUB,2.0,1:37,5,697,0.0,53.0,143.0,0.37,56.0,147.0,0.38,0.0,1.0,0.0,0.0,0.0,N/A,0.0,0.0,51.0,120.0,0.42,53.0,124.0,0.43,1.0,3.0,0.33,1.0,1.0,1.0,63.0,Erin Blanchfield,358,0
471,Jessica Andrade,win,2023-01-21,U-DEC,3.0,5:00,6,1200,0.0,231.0,369.0,0.62,237.0,375.0,0.63,1.0,1.0,1.0,0.0,0.0,N/A,71.0,0.0,100.0,293.0,0.34,103.0,296.0,0.35,0.0,15.0,0.0,0.0,0.0,N/A,9.0,Lauren Murphy,665,1
472,Jessica Andrade,win,2022-04-23,SUB,1.0,3:13,5,193,0.0,3.0,9.0,0.33,3.0,9.0,0.33,0.0,1.0,0.0,1.0,1.0,1.0,38.0,0.0,7.0,17.0,0.41,7.0,17.0,0.41,0.0,0.0,N/A,0.0,0.0,N/A,0.0,Amanda Lemos,50,1
473,Jessica Andrade,win,2021-09-25,KO/TKO,1.0,4:54,2,294,0.0,48.0,86.0,0.55,48.0,86.0,0.56,0.0,0.0,N/A,0.0,0.0,N/A,0.0,0.0,27.0,75.0,0.36,27.0,75.0,0.36,0.0,0.0,N/A,0.0,0.0,N/A,0.0,Cynthia Calvillo,244,1
474,Jessica Andrade,loss,2021-04-24,KO/TKO,2.0,3:19,2,799,0.0,10.0,15.0,0.66,47.0,55.0,0.85,0.0,2.0,0.0,0.0,0.0,N/A,57.0,0.0,32.0,39.0,0.82,90.0,97.0,0.93,7.0,7.0,1.0,1.0,0.0,0,311.0,Valentina Shevchenko,1077,0
475,Jessica Andrade,win,2020-10-17,KO/TKO,1.0,4:55,2,295,1.0,28.0,43.0,0.65,62.0,79.0,0.78,2.0,3.0,0.66,0.0,0.0,N/A,146.0,0.0,19.0,53.0,0.35,27.0,61.0,0.44,0.0,0.0,N/A,0.0,0.0,N/A,25.0,Katlyn Cerminara,616,1
476,Jessica Andrade,loss,2020-07-11,S-DEC,3.0,5:00,4,1200,0.0,71.0,205.0,0.34,79.0,213.0,0.37,1.0,3.0,0.33,0.0,0.0,N/A,29.0,0.0,82.0,235.0,0.34,82.0,235.0,0.35,0.0,1.0,0.0,0.0,0.0,N/A,0.0,Rose Namajunas,929,0
477,Jessica Andrade,loss,2019-08-31,KO/TKO,1.0,0:42,2,42,0.0,4.0,12.0,0.33,4.0,12.0,0.33,0.0,0.0,N/A,0.0,0.0,N/A,5.0,1.0,29.0,38.0,0.76,29.0,38.0,0.76,0.0,0.0,N/A,0.0,0.0,N/A,1.0,Zhang Weili,1132,0
478,Jessica Andrade,win,2019-05-11,KO/TKO,2.0,2:58,2,778,0.0,47.0,105.0,0.44,49.0,107.0,0.46,2.0,4.0,0.5,0.0,0.0,N/A,38.0,1.0,55.0,125.0,0.44,55.0,125.0,0.44,0.0,2.0,0.0,1.0,0.0,0,29.0,Rose Namajunas,929,1
479,Jessica Andrade,win,2018-09-08,KO/TKO,1.0,1:58,2,118,1.0,38.0,73.0,0.52,39.0,74.0,0.53,0.0,0.0,N/A,0.0,0.0,N/A,1.0,0.0,24.0,56.0,0.42,25.0,58.0,0.43,0.0,0.0,N/A,0.0,0.0,N/A,0.0,Karolina Kowalkiewicz,615,1
480,Jessica Andrade,win,2018-02-24,U-DEC,3.0,5:00,6,1200,0.0,92.0,178.0,0.51,151.0,237.0,0.64,10.0,12.0,0.83,0.0,0.0,N/A,435.0,0.0,69.0,150.0,0.46,88.0,171.0,0.51,2.0,2.0,1.0,0.0,0.0,N/A,23.0,Tecia Pennington,1023,1
481,Jessica Andrade,win,2017-09-22,U-DEC,3.0,5:00,6,1200,0.0,141.0,241.0,0.58,242.0,355.0,0.68,4.0,7.0,0.57,0.0,0.0,N/A,515.0,0.0,42.0,91.0,0.46,47.0,96.0,0.49,0.0,7.0,0.0,2.0,0.0,0,8.0,Claudia Gadelha,213,1
482,Jessica Andrade,loss,2017-05-13,U-DEC,5.0,5:00,6,1800,0.0,83.0,218.0,0.38,94.0,230.0,0.41,2.0,10.0,0.2,0.0,0.0,N/A,211.0,0.0,225.0,352.0,0.63,230.0,357.0,0.64,0.0,0.0,N/A,0.0,0.0,N/A,16.0,Joanna Jedrzejczyk,527,0
483,Jessica Andrade,win,2017-02-04,U-DEC,3.0,5:00,6,1200,0.0,131.0,322.0,0.4,148.0,342.0,0.43,2.0,3.0,0.66,0.0,0.0,N/A,95.0,1.0,89.0,209.0,0.42,99.0,220.0,0.45,0.0,0.0,N/A,0.0,0.0,N/A,6.0,Angela Hill,71,1
484,Jessica Andrade,win,2016-09-10,SUB,1.0,4:38,5,278,0.0,20.0,28.0,0.71,44.0,58.0,0.76,2.0,3.0,0.66,1.0,1.0,1.0,209.0,0.0,13.0,26.0,0.5,23.0,36.0,0.64,0.0,0.0,N/A,0.0,0.0,N/A,12.0,Joanne Wood,528,1
485,Jessica Andrade,win,2016-06-04,KO/TKO,2.0,2:56,2,776,0.0,117.0,205.0,0.57,118.0,206.0,0.57,0.0,0.0,N/A,0.0,0.0,N/A,32.0,0.0,27.0,91.0,0.29,28.0,92.0,0.3,0.0,6.0,0.0,0.0,0.0,N/A,0.0,Jessica Penne,516,1
486,Jessica Andrade,loss,2015-09-05,SUB,2.0,4:58,5,898,0.0,41.0,66.0,0.62,59.0,87.0,0.68,4.0,5.0,0.8,1.0,0.0,0,208.0,0.0,41.0,68.0,0.6,66.0,96.0,0.69,2.0,2.0,1.0,1.0,1.0,1.0,184.0,Raquel Pennington,893,0
487,Jessica Andrade,win,2015-07-15,U-DEC,3.0,5:00,6,1200,0.0,50.0,90.0,0.55,158.0,206.0,0.77,3.0,4.0,0.75,0.0,0.0,N/A,547.0,0.0,18.0,56.0,0.32,23.0,61.0,0.38,0.0,8.0,0.0,1.0,0.0,0,39.0,Sarah Moras,957,1
488,Jessica Andrade,loss,2015-02-22,SUB,1.0,1:54,5,114,1.0,6.0,15.0,0.4,8.0,21.0,0.38,0.0,0.0,N/A,0.0,0.0,N/A,62.0,0.0,6.0,16.0,0.37,9.0,20.0,0.45,0.0,0.0,N/A,1.0,1.0,1.0,0.0,Marion Reneau,731,0
489,Jessica Andrade,win,2014-09-13,SUB,1.0,4:33,5,273,0.0,19.0,24.0,0.79,44.0,52.0,0.85,1.0,1.0,1.0,2.0,1.0,0.5,261.0,0.0,6.0,13.0,0.46,11.0,18.0,0.61,0.0,1.0,0.0,0.0,0.0,N/A,0.0,Larissa Pacheco,662,1
490,Jessica Andrade,win,2014-03-15,S-DEC,3.0,5:00,4,1200,0.0,66.0,158.0,0.41,90.0,185.0,0.49,3.0,8.0,0.37,0.0,0.0,N/A,380.0,0.0,82.0,167.0,0.49,87.0,172.0,0.51,2.0,3.0,0.66,2.0,0.0,0,80.0,Raquel Pennington,893,1
491,Jessica Andrade,win,2013-10-26,U-DEC,3.0,5:00,6,1200,0.0,206.0,344.0,0.59,215.0,356.0,0.6,1.0,2.0,0.5,0.0,0.0,N/A,102.0,0.0,88.0,245.0,0.35,111.0,272.0,0.41,1.0,8.0,0.12,0.0,0.0,N/A,34.0,Rosi Sexton,930,1
492,Jessica Andrade,loss,2013-07-27,KO/TKO,2.0,3:57,2,837,0.0,10.0,15.0,0.66,14.0,20.0,0.7,1.0,1.0,1.0,1.0,0.0,0,21.0,0.0,50.0,83.0,0.6,114.0,166.0,0.69,3.0,3.0,1.0,1.0,0.0,0,472.0,Liz Carmouche,677,0
493,Dylan Andrews,loss,2015-05-09,SUB,2.0,4:54,5,894,2.0,25.0,56.0,0.44,32.0,63.0,0.51,1.0,2.0,0.5,1.0,0.0,0.0,43.0,0.0,42.0,75.0,0.56,64.0,100.0,0.64,1.0,4.0,0.25,1.0,1.0,1.0,305.0,Brad Scott,124,0
494,Dylan Andrews,loss,2014-11-07,KO/TKO,1.0,2:16,2,136,0.0,4.0,7.0,0.57,12.0,15.0,0.8,2.0,3.0,0.66,0.0,0.0,N/A,81.0,0.0,6.0,7.0,0.85,9.0,10.0,0.9,0.0,0.0,N/A,0.0,0.0,N/A,2.0,Sam Alvey,949,0
495,Dylan Andrews,loss,2013-12-06,KO/TKO,2.0,5:00,2,900,0.0,13.0,31.0,0.41,18.0,36.0,0.5,2.0,4.0,0.5,0.0,0.0,N/A,146.0,0.0,27.0,58.0,0.46,44.0,75.0,0.59,1.0,1.0,1.0,0.0,0.0,N/A,210.0,Clint Hester,218,0
496,Dylan Andrews,win,2013-08-28,KO/TKO,3.0,1:32,2,992,0.0,20.0,45.0,0.44,21.0,46.0,0.46,2.0,5.0,0.4,0.0,0.0,N/A,69.0,0.0,19.0,40.0,0.47,27.0,48.0,0.56,3.0,5.0,0.6,3.0,0.0,0,312.0,Papy Abedi,854,1
497,Dylan Andrews,win,2013-04-13,KO/TKO,1.0,3:22,2,202,1.0,20.0,24.0,0.83,33.0,40.0,0.82,0.0,0.0,N/A,0.0,0.0,N/A,8.0,0.0,7.0,10.0,0.7,7.0,10.0,0.7,1.0,4.0,0.25,0.0,0.0,N/A,167.0,Jimmy Quinlan,521,1
498,Chad Anheliger,win,2024-03-16,U-DEC,3.0,5:00,6,1200,0.0,85.0,155.0,0.54,144.0,220.0,0.65,0.0,2.0,0.0,0.0,0.0,N/A,94.0,0.0,21.0,65.0,0.32,26.0,70.0,0.37,4.0,5.0,0.8,0.0,0.0,N/A,324.0,Charalampos Grigoriou,179,1
499,Chad Anheliger,loss,2023-11-18,SUB,3.0,4:49,5,1189,0.0,26.0,71.0,0.36,47.0,103.0,0.46,4.0,8.0,0.5,0.0,0.0,N/A,378.0,0.0,63.0,108.0,0.58,141.0,198.0,0.71,1.0,2.0,0.5,1.0,1.0,1.0,260.0,Jose Johnson,570,0
500,Chad Anheliger,loss,2022-09-10,U-DEC,3.0,5:00,6,1200,0.0,39.0,143.0,0.27,56.0,163.0,0.34,0.0,0.0,N/A,0.0,0.0,N/A,0.0,0.0,49.0,131.0,0.37,60.0,148.0,0.41,2.0,2.0,1.0,0.0,0.0,N/A,83.0,Alatengheili,15,0
501,Chad Anheliger,win,2022-02-19,KO/TKO,3.0,3:33,2,1113,2.0,67.0,130.0,0.51,92.0,156.0,0.59,0.0,1.0,0.0,2.0,0.0,0,80.0,0.0,64.0,126.0,0.5,73.0,135.0,0.54,4.0,7.0,0.57,0.0,0.0,N/A,200.0,Jesse Strader,513,1
502,Chad Anheliger,win,2021-09-07,S-DEC,3.0,5:00,4,1200,1.0,47.0,78.0,0.6,68.0,104.0,0.65,0.0,2.0,0.0,1.0,0.0,0,169.0,0.0,31.0,65.0,0.47,58.0,99.0,0.59,5.0,12.0,0.41,0.0,0.0,N/A,457.0,Muin Gafurov,819,1
503,Magomed Ankalaev,win,2024-01-13,KO/TKO,2.0,2:42,2,762,1.0,39.0,58.0,0.67,39.0,58.0,0.67,0.0,0.0,N/A,0.0,0.0,N/A,5.0,0.0,24.0,71.0,0.33,26.0,73.0,0.36,0.0,0.0,N/A,0.0,0.0,N/A,0.0,Johnny Walker,554,1
504,Magomed Ankalaev,win,2022-07-30,KO/TKO,2.0,3:09,2,789,0.0,46.0,79.0,0.58,64.0,102.0,0.63,0.0,0.0,N/A,0.0,0.0,N/A,146.0,0.0,18.0,36.0,0.5,21.0,39.0,0.54,0.0,1.0,0.0,0.0,0.0,N/A,51.0,Anthony Smith,86,1
505,Magomed Ankalaev,win,2022-03-12,U-DEC,5.0,5:00,6,1800,0.0,78.0,155.0,0.5,114.0,191.0,0.6,1.0,2.0,0.5,0.0,0.0,N/A,215.0,1.0,60.0,138.0,0.43,81.0,160.0,0.51,0.0,0.0,N/A,0.0,0.0,N/A,17.0,Thiago Santos,1032,1
506,Magomed Ankalaev,win,2021-10-30,U-DEC,3.0,5:00,6,1200,1.0,66.0,108.0,0.61,76.0,118.0,0.64,1.0,4.0,0.25,0.0,0.0,N/A,105.0,0.0,48.0,102.0,0.47,56.0,112.0,0.5,0.0,1.0,0.0,0.0,0.0,N/A,0.0,Volkan Oezdemir,1094,1
507,Magomed Ankalaev,win,2021-02-27,U-DEC,3.0,5:00,6,1200,0.0,43.0,92.0,0.46,89.0,143.0,0.62,3.0,9.0,0.33,0.0,0.0,N/A,359.0,0.0,47.0,120.0,0.39,58.0,132.0,0.44,1.0,6.0,0.16,0.0,0.0,N/A,104.0,Nikita Krylov,840,1
508,Magomed Ankalaev,win,2020-10-24,KO/TKO,1.0,4:19,2,259,2.0,21.0,41.0,0.51,21.0,41.0,0.51,0.0,0.0,N/A,0.0,0.0,N/A,5.0,0.0,11.0,36.0,0.3,11.0,36.0,0.31,0.0,0.0,N/A,0.0,0.0,N/A,0.0,Ion Cutelaba,451,1
509,Magomed Ankalaev,win,2020-02-29,KO/TKO,1.0,0:38,2,38,0.0,8.0,12.0,0.66,8.0,12.0,0.67,0.0,0.0,N/A,0.0,0.0,N/A,0.0,0.0,5.0,11.0,0.45,5.0,11.0,0.45,0.0,0.0,N/A,0.0,0.0,N/A,0.0,Ion Cutelaba,451,1
510,Magomed Ankalaev,win,2019-11-09,KO/TKO,3.0,0:29,2,929,1.0,44.0,67.0,0.65,91.0,123.0,0.74,1.0,3.0,0.33,0.0,0.0,N/A,334.0,0.0,6.0,26.0,0.23,13.0,33.0,0.39,0.0,2.0,0.0,0.0,0.0,N/A,20.0,Dalcha Lungiambula,250,1
511,Magomed Ankalaev,win,2019-02-23,U-DEC,3.0,5:00,6,1200,1.0,30.0,67.0,0.44,66.0,107.0,0.62,1.0,3.0,0.33,0.0,0.0,N/A,348.0,0.0,23.0,62.0,0.37,32.0,73.0,0.44,0.0,5.0,0.0,0.0,0.0,N/A,28.0,Klidson Abreu,647,1
512,Magomed Ankalaev,win,2018-09-15,KO/TKO,1.0,3:09,2,189,1.0,12.0,27.0,0.44,12.0,27.0,0.44,0.0,0.0,N/A,0.0,0.0,N/A,2.0,0.0,3.0,22.0,0.13,3.0,22.0,0.14,0.0,0.0,N/A,0.0,0.0,N/A,0.0,Marcin Prachnio,718,1
513,Magomed Ankalaev,loss,2018-03-17,SUB,3.0,4:59,5,1199,0.0,59.0,96.0,0.61,89.0,129.0,0.69,0.0,0.0,N/A,0.0,0.0,N/A,402.0,0.0,18.0,50.0,0.36,34.0,70.0,0.49,2.0,7.0,0.28,1.0,1.0,1.0,107.0,Paul Craig,863,0
514,Gadzhimurad Antigulov,loss,2020-10-17,KO/TKO,2.0,4:58,2,898,0.0,12.0,23.0,0.52,31.0,44.0,0.7,1.0,5.0,0.2,0.0,0.0,N/A,159.0,0.0,34.0,76.0,0.44,66.0,126.0,0.52,1.0,1.0,1.0,0.0,0.0,N/A,141.0,Maxim Grishin,772,0
515,Gadzhimurad Antigulov,loss,2020-07-25,SUB,1.0,2:06,5,126,0.0,11.0,16.0,0.68,16.0,22.0,0.73,1.0,2.0,0.5,0.0,0.0,N/A,101.0,0.0,2.0,5.0,0.4,4.0,7.0,0.57,0.0,0.0,N/A,1.0,1.0,1.0,0.0,Paul Craig,863,0
516,Gadzhimurad Antigulov,loss,2019-04-20,KO/TKO,1.0,0:44,2,44,0.0,6.0,13.0,0.46,6.0,13.0,0.46,0.0,2.0,0.0,0.0,0.0,N/A,0.0,3.0,8.0,10.0,0.8,8.0,10.0,0.8,0.0,0.0,N/A,0.0,0.0,N/A,8.0,Michal Oleksiejczuk,787,0
517,Gadzhimurad Antigulov,loss,2018-07-28,KO/TKO,1.0,4:25,2,265,0.0,12.0,18.0,0.66,16.0,22.0,0.73,3.0,8.0,0.37,0.0,0.0,N/A,201.0,0.0,40.0,46.0,0.86,40.0,46.0,0.87,0.0,0.0,N/A,0.0,0.0,N/A,28.0,Ion Cutelaba,451,0
518,Gadzhimurad Antigulov,win,2017-05-13,SUB,1.0,2:21,5,141,0.0,2.0,4.0,0.5,7.0,12.0,0.58,1.0,1.0,1.0,1.0,1.0,1.0,119.0,0.0,1.0,3.0,0.33,1.0,3.0,0.33,0.0,0.0,N/A,0.0,0.0,N/A,0.0,Joachim Christensen,524,1
519,Gadzhimurad Antigulov,win,2016-11-19,SUB,1.0,1:07,5,67,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,0.0,2.0,6.0,0.33,11.0,15.0,0.73,0.0,0.0,N/A,0.0,0.0,N/A,21.0,Marcos Rogerio de Lima,723,1
520,Shinya Aoki,win,2012-12-31,KO/TKO,2.0,0:24,2,624,0.0,5.0,11.0,0.45,6.0,12.0,0.5,2.0,5.0,0.4,0.0,0.0,N/A,N/A,0.0,3.0,6.0,0.5,4.0,8.0,0.5,1.0,2.0,0.5,0.0,0.0,N/A,N/A,Antonio McKee,93,1
521,Shinya Aoki,win,2011-12-31,U-DEC,5.0,5:00,6,1800,0.0,27.0,37.0,0.72,68.0,79.0,0.86,6.0,9.0,0.66,6.0,0.0,0,N/A,0.0,18.0,41.0,0.43,77.0,108.0,0.71,0.0,0.0,N/A,1.0,0.0,0,N/A,Satoru Kitaoka,959,1
522,Shinya Aoki,win,2011-09-24,SUB,1.0,4:57,5,297,0.0,4.0,5.0,0.8,39.0,43.0,0.91,2.0,3.0,0.66,1.0,1.0,1.0,N/A,0.0,0.0,2.0,0.0,6.0,8.0,0.75,0.0,0.0,N/A,0.0,0.0,N/A,N/A,Rob McCullough,915,1
523,Shinya Aoki,win,2011-05-29,SUB,2.0,2:32,5,752,0.0,24.0,29.0,0.82,175.0,191.0,0.92,3.0,4.0,0.75,1.0,1.0,1.0,N/A,0.0,3.0,8.0,0.37,17.0,23.0,0.74,0.0,0.0,N/A,1.0,0.0,0,N/A,Rich Clementi,905,1
524,Shinya Aoki,win,2011-04-09,SUB,1.0,1:33,5,93,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41,0.0,1.0,2.0,0.5,2.0,3.0,0.67,0.0,0.0,N/A,0.0,0.0,N/A,36,Lyle Beerbohm,698,1
525,Shinya Aoki,win,2010-10-24,SUB,1.0,1:00,5,60,0.0,0.0,0.0,N/A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,N/A,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,N/A,0.0,0.0,N/A,N/A,Yokthai Sithoar,1115,1
526,Shinya Aoki,win,2010-09-25,U-DEC,2.0,5:00,6,900,0.0,17.0,29.0,0.58,114.0,137.0,0.83,3.0,6.0,0.5,0.0,0.0,N/A,N/A,0.0,3.0,7.0,0.42,57.0,71.0,0.8,0.0,2.0,0.0,1.0,0.0,0,N/A,Marcus Aurelio,725,1
527,Shinya Aoki,win,2010-07-10,SUB,1.0,1:53,5,113,0.0,0.0,0.0,N/A,0.0,0.0,N/A,0.0,1.0,0.0,3.0,1.0,0.3333333333333333,N/A,0.0,2.0,3.0,0.66,4.0,6.0,0.67,0.0,0.0,N/A,0.0,0.0,N/A,N/A,Tatsuya Kawajiri,1020,1
528,Shinya Aoki,loss,2010-04-17,U-DEC,5.0,5:00,6,1800,0.0,11.0,29.0,0.37,17.0,38.0,0.45,0.0,21.0,0.0,1.0,0.0,0,9,0.0,69.0,206.0,0.33,114.0,256.0,0.45,0.0,0.0,N/A,0.0,0.0,N/A,540,Gilbert Melendez,401,0
529,Shinya Aoki,win,2009-12-31,SUB,1.0,1:17,5,77,0.0,5.0,6.0,0.83,12.0,13.0,0.92,1.0,2.0,0.5,1.0,1.0,1.0,N/A,0.0,0.0,1.0,0.0,6.0,8.0,0.75,0.0,0.0,N/A,0.0,0.0,N/A,N/A,Mizuto Hirota,813,1
530,Shinya Aoki,win,2009-10-06,SUB,2.0,4:56,5,896,0.0,5.0,7.0,0.71,34.0,41.0,0.83,5.0,8.0,0.62,1.0,1.0,1.0,N/A,0.0,15.0,21.0,0.71,92.0,100.0,0.92,0.0,1.0,0.0,1.0,0.0,0,N/A,Joachim Hansen,525,1
531,Shinya Aoki,win,2009-07-20,U-DEC,2.0,5:00,6,900,0.0,31.0,64.0,0.48,35.0,68.0,0.51,0.0,0.0,N/A,0.0,0.0,N/A,N/A,0.0,11.0,64.0,0.17,51.0,116.0,0.44,1.0,5.0,0.2,0.0,0.0,N/A,N/A,Vitor Ribeiro,1092,1
532,Shinya Aoki,loss,2009-04-05,KO/TKO,1.0,0:27,2,27,0.0,0.0,0.0,N/A,0.0,0.0,N/A,1.0,1.0,1.0,0.0,0.0,N/A,N/A,0.0,7.0,8.0,0.87,11.0,12.0,0.92,0.0,0.0,N/A,0.0,0.0,N/A,N/A,Hayato Sakurai,421,0
533,Shinya Aoki,win,2009-03-08,SUB,1.0,5:58,5,358,0.0,2.0,2.0,1.0,26.0,27.0,0.96,1.0,3.0,0.33,3.0,1.0,0.3333333333333333,N/A,0.0,1.0,1.0,1.0,24.0,27.0,0.89,0.0,0.0,N/A,0.0,0.0,N/A,N/A,David Gardner,289,1
534,Shinya Aoki,win,2008-12-31,SUB,1.0,1:32,5,92,0.0,1.0,3.0,0.33,1.0,3.0,0.33,0.0,1.0,0.0,2.0,1.0,0.5,N/A,0.0,2.0,7.0,0.28,2.0,7.0,0.29,1.0,1.0,1.0,0.0,0.0,N/A,N/A,Eddie Alvarez,336,1
535,Shinya Aoki,win,2008-09-23,SUB,1.0,1:10,5,70,0.0,2.0,3.0,0.66,2.0,3.0,0.67,1.0,2.0,0.5,1.0,1.0,1.0,N/A,0.0,1.0,11.0,0.09,1.0,11.0,0.09,0.0,0.0,N/A,0.0,0.0,N/A,N/A,Todd Moore,1051,1
536,Shinya Aoki,loss,2008-07-21,KO/TKO,1.0,4:19,2,259,0.0,1.0,4.0,0.25,20.0,23.0,0.87,1.0,2.0,0.5,1.0,0.0,0,N/A,0.0,12.0,25.0,0.48,66.0,82.0,0.8,0.0,0.0,N/A,0.0,0.0,N/A,N/A,Joachim Hansen,525,0
537,Shinya Aoki,loss,2008-07-21,KO/TKO,1.0,4:19,2,259,0.0,4.0,7.0,0.57,20.0,26.0,0.77,2.0,2.0,1.0,5.0,0.0,0,N/A,0.0,17.0,31.0,0.54,47.0,63.0,0.75,0.0,0.0,N/A,0.0,0.0,N/A,N/A,Caol Uno,156,0
538,Shinya Aoki,win,2008-07-21,U-DEC,2.0,5:00,6,900,0.0,1.0,4.0,0.25,20.0,23.0,0.87,1.0,2.0,0.5,1.0,0.0,0,N/A,0.0,12.0,25.0,0.48,66.0,82.0,0.8,0.0,0.0,N/A,0.0,0.0,N/A,N/A,Joachim Hansen,525,1
539,Shinya Aoki,win,2008-07-21,U-DEC,2.0,5:00,6,900,0.0,4.0,7.0,0.57,20.0,26.0,0.77,2.0,2.0,1.0,5.0,0.0,0,N/A,0.0,17.0,31.0,0.54,47.0,63.0,0.75,0.0,0.0,N/A,0.0,0.0,N/A,N/A,Caol Uno,156,1
540,Shinya Aoki,win,2008-06-15,SUB,1.0,5:12,5,312,0.0,8.0,13.0,0.61,20.0,25.0,0.8,2.0,2.0,1.0,2.0,1.0,0.5,N/A,0.0,0.0,4.0,0.0,3.0,10.0,0.3,0.0,0.0,N/A,0.0,0.0,N/A,N/A,Katsuhiko Nagata,617,1
541,Shinya Aoki,win,2008-04-29,U-DEC,2.0,5:00,6,900,0.0,8.0,16.0,0.5,90.0,106.0,0.85,1.0,4.0,0.25,9.0,0.0,0,N/A,0.0,20.0,46.0,0.43,27.0,54.0,0.5,0.0,0.0,N/A,0.0,0.0,N/A,N/A,Gesias Cavalcante,397,1
542,Shinya Aoki,win,2007-12-31,U-DEC,2.0,5:00,6,900,0.0,24.0,41.0,0.58,134.0,180.0,0.74,1.0,1.0,1.0,6.0,0.0,0,N/A,0.0,3.0,10.0,0.3,20.0,28.0,0.71,2.0,2.0,1.0,2.0,0.0,0,N/A,Bu-Kyung Jung,150,1
543,Shinya Aoki,win,2007-04-08,SUB,1.0,1:33,5,93,0.0,0.0,0.0,N/A,0.0,0.0,N/A,1.0,3.0,0.33,1.0,1.0,1.0,N/A,0.0,6.0,14.0,0.42,9.0,17.0,0.53,0.0,0.0,N/A,0.0,0.0,N/A,N/A,Brian Lo-A-Njoe,140,1
544,Shinya Aoki,win,2007-02-17,S-DEC,3.0,5:00,4,1200,0.0,6.0,7.0,0.85,70.0,71.0,0.99,0.0,1.0,0.0,5.0,0.0,0,N/A,0.0,55.0,98.0,0.56,86.0,129.0,0.67,2.0,5.0,0.4,0.0,0.0,N/A,N/A,Akira Kikuchi,8,1
545,Shinya Aoki,win,2006-12-31,SUB,1.0,2:24,5,144,0.0,6.0,9.0,0.66,11.0,14.0,0.79,2.0,2.0,1.0,1.0,1.0,1.0,N/A,0.0,2.0,3.0,0.66,10.0,13.0,0.77,0.0,0.0,N/A,0.0,0.0,N/A,N/A,Joachim Hansen,525,1
546,Shinya Aoki,win,2006-11-05,SUB,1.0,3:57,5,237,0.0,5.0,6.0,0.83,17.0,18.0,0.94,0.0,2.0,0.0,2.0,1.0,0.5,N/A,0.0,6.0,12.0,0.5,7.0,13.0,0.54,0.0,0.0,N/A,0.0,0.0,N/A,N/A,Clay French,215,1
547,Shinya Aoki,win,2006-10-14,DQ,2.0,0:05,0,605,0.0,1.0,5.0,0.2,6.0,12.0,0.5,0.0,1.0,0.0,4.0,0.0,0,N/A,0.0,6.0,8.0,0.75,9.0,12.0,0.75,0.0,0.0,N/A,0.0,0.0,N/A,N/A,George Sotiropoulos,393,1
548,Shinya Aoki,win,2006-08-27,SUB,1.0,1:58,5,118,0.0,2.0,3.0,0.66,44.0,45.0,0.98,0.0,0.0,N/A,1.0,1.0,1.0,N/A,0.0,0.0,2.0,0.0,2.0,4.0,0.5,0.0,0.0,N/A,0.0,0.0,N/A,N/A,Jason Black,491,1
549,Shinya Aoki,win,2005-11-06,KO/TKO,1.0,2:10,2,130,0.0,13.0,20.0,0.65,27.0,35.0,0.77,0.0,0.0,N/A,2.0,0.0,0,N/A,0.0,2.0,3.0,0.66,4.0,6.0,0.67,0.0,0.0,N/A,0.0,0.0,N/A,N/A,Kuniyoshi Hironaka,650,1
550,Shinya Aoki,win,2005-01-29,SUB,1.0,2:22,5,142,0.0,1.0,3.0,0.33,1.0,3.0,0.33,0.0,1.0,0.0,1.0,1.0,1.0,N/A,0.0,8.0,8.0,1.0,12.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,N/A,N/A,Keith Wisniewski,624,1
551,Shinya Aoki,loss,2004-10-30,KO/TKO,1.0,4:29,2,269,0.0,4.0,10.0,0.4,10.0,16.0,0.62,2.0,4.0,0.5,0.0,0.0,N/A,N/A,1.0,5.0,7.0,0.71,10.0,12.0,0.83,0.0,0.0,N/A,0.0,0.0,N/A,N/A,Jutaro Nakao,600,0
